time,open,high,low,close,volume
2025-06-30 12:26:00,2462.82,2463.53,2462.82,2463.53,7.56622693
2025-06-30 12:27:00,2463.29,2463.29,2463.11,2463.11,0.29367424
2025-06-30 12:28:00,2462.75,2462.75,2462.75,2462.75,0.10393561
2025-06-30 12:29:00,2463.31,2463.46,2462.81,2463.04,2.15972387
2025-06-30 12:30:00,2463.66,2464.55,2463.66,2464.55,4.28118081
2025-06-30 12:31:00,2464.9,2464.9,2464.89,2464.9,1.98360368
2025-06-30 12:32:00,2464.89,2464.89,2461.77,2461.77,0.83295687
2025-06-30 12:33:00,2461.77,2461.77,2459.3,2459.3,2.93340922
2025-06-30 12:34:00,2459.29,2460.65,2459.29,2460.65,0.06280709
2025-06-30 12:35:00,2461.19,2461.93,2461.19,2461.93,0.92150817
2025-06-30 12:36:00,2461.3,2462.09,2461.3,2462.08,0.88123568
2025-06-30 12:37:00,2462.42,2463.0,2462.42,2462.99,0.09675645
2025-06-30 12:38:00,2462.72,2463.29,2462.72,2463.29,1.64827145
2025-06-30 12:39:00,2463.21,2463.22,2463.21,2463.22,0.52011946
2025-06-30 12:40:00,2463.22,2464.56,2463.22,2464.56,1.00901107
2025-06-30 12:41:00,2464.56,2464.56,2464.56,2464.56,0.0
2025-06-30 12:42:00,2464.9,2465.11,2464.9,2465.11,0.03581568
2025-06-30 12:43:00,2465.11,2465.11,2465.1,2465.1,4.08856529
2025-06-30 12:44:00,2463.98,2463.98,2463.97,2463.97,0.03653174
2025-06-30 12:45:00,2463.98,2463.98,2463.98,2463.98,2.525036
2025-06-30 12:46:00,2463.98,2463.98,2463.0,2463.0,12.30252531
2025-06-30 12:47:00,2462.11,2462.11,2462.11,2462.11,0.0189154
2025-06-30 12:48:00,2461.85,2461.85,2461.85,2461.85,0.05438853
2025-06-30 12:49:00,2461.85,2461.85,2460.52,2460.53,5.31446621
2025-06-30 12:50:00,2460.52,2460.52,2459.3,2459.3,7.45600352
2025-06-30 12:51:00,2459.3,2459.3,2459.29,2459.3,1.52616271
2025-06-30 12:52:00,2459.3,2460.51,2459.3,2460.51,2.11545645
2025-06-30 12:53:00,2460.52,2460.52,2460.52,2460.52,0.1198659
2025-06-30 12:54:00,2460.52,2460.52,2459.85,2460.15,0.68738786
2025-06-30 12:55:00,2460.15,2460.15,2460.15,2460.15,1.00375242
2025-06-30 12:56:00,2459.52,2460.26,2459.52,2460.26,0.03374894
2025-06-30 12:57:00,2460.26,2460.51,2460.26,2460.51,6.23920311
2025-06-30 12:58:00,2460.51,2460.51,2460.51,2460.51,0.02145557
2025-06-30 12:59:00,2460.52,2460.52,2459.93,2459.93,0.31001307
2025-06-30 13:00:00,2460.52,2461.85,2460.51,2461.85,1.59092823
2025-06-30 13:01:00,2461.85,2463.96,2461.85,2463.96,2.40863924
2025-06-30 13:02:00,2463.83,2464.09,2463.83,2463.85,1.57353444
2025-06-30 13:03:00,2463.92,2464.9,2463.92,2464.89,0.71885116
2025-06-30 13:04:00,2464.16,2464.16,2463.69,2463.69,2.11802596
2025-06-30 13:05:00,2463.01,2463.64,2463.01,2463.54,5.52964265
2025-06-30 13:06:00,2463.94,2464.09,2463.93,2464.08,1.67646154
2025-06-30 13:07:00,2464.08,2464.09,2462.02,2462.02,0.73979682
2025-06-30 13:08:00,2462.14,2463.22,2462.14,2462.88,0.72526009
2025-06-30 13:09:00,2462.89,2464.41,2462.89,2464.41,0.47482945
2025-06-30 13:10:00,2464.4,2464.4,2463.64,2463.68,2.56171221
2025-06-30 13:11:00,2464.42,2464.9,2464.14,2464.9,0.02770421
2025-06-30 13:12:00,2464.9,2464.99,2464.9,2464.9,0.10732603
2025-06-30 13:13:00,2464.89,2464.93,2464.89,2464.93,0.52582304
2025-06-30 13:14:00,2464.93,2464.93,2464.91,2464.91,0.00354373
2025-06-30 13:15:00,2464.92,2464.92,2464.89,2464.9,0.46064759
2025-06-30 13:16:00,2464.9,2464.92,2464.9,2464.92,0.2482885
2025-06-30 13:17:00,2464.9,2464.9,2464.9,2464.9,0.01639615
2025-06-30 13:18:00,2464.9,2466.86,2464.9,2466.86,5.19048017
2025-06-30 13:19:00,2466.6,2466.6,2466.6,2466.6,0.47538288
2025-06-30 13:20:00,2466.61,2467.69,2466.61,2467.6,6.4110333
2025-06-30 13:21:00,2467.6,2471.27,2467.6,2471.27,47.34087904
2025-06-30 13:22:00,2470.66,2470.93,2470.56,2470.79,7.05117967
2025-06-30 13:23:00,2471.56,2472.01,2471.56,2472.01,51.89631088
2025-06-30 13:24:00,2472.32,2473.56,2472.32,2473.56,0.79402319
2025-06-30 13:25:00,2473.57,2474.35,2473.56,2473.56,4.15143249
2025-06-30 13:26:00,2473.56,2473.56,2472.01,2472.01,0.46915275
2025-06-30 13:27:00,2472.0,2472.01,2472.0,2472.0,1.03144785
2025-06-30 13:28:00,2472.01,2473.81,2472.0,2473.81,6.4553667
2025-06-30 13:29:00,2473.82,2474.55,2473.82,2474.54,0.05773289
2025-06-30 13:30:00,2473.34,2474.54,2472.59,2474.54,0.05940796
2025-06-30 13:31:00,2474.55,2475.0,2472.01,2472.01,115.40876333
2025-06-30 13:32:00,2472.0,2472.0,2471.66,2471.66,1.29310294
2025-06-30 13:33:00,2470.42,2470.42,2464.9,2464.9,17.85443424
2025-06-30 13:34:00,2465.1,2465.1,2464.9,2464.9,0.30591905
2025-06-30 13:35:00,2464.89,2465.63,2460.06,2460.06,167.96336452
2025-06-30 13:36:00,2461.38,2462.04,2460.84,2461.37,4.01196904
2025-06-30 13:37:00,2462.42,2466.13,2462.42,2466.13,0.85582408
2025-06-30 13:38:00,2466.13,2467.37,2465.71,2467.37,0.08603134
2025-06-30 13:39:00,2468.51,2468.51,2466.93,2466.93,3.20296886
2025-06-30 13:40:00,2465.48,2465.48,2463.53,2464.65,1.41199475
2025-06-30 13:41:00,2464.41,2464.75,2464.41,2464.75,0.38463943
2025-06-30 13:42:00,2464.41,2464.41,2464.41,2464.41,0.02029695
2025-06-30 13:43:00,2464.5,2466.47,2464.5,2465.3,0.49568485
2025-06-30 13:44:00,2464.23,2464.78,2464.2,2464.54,1.23395649
2025-06-30 13:45:00,2464.54,2464.54,2464.54,2464.54,0.0
2025-06-30 13:46:00,2466.13,2467.05,2465.11,2465.17,7.30369102
2025-06-30 13:47:00,2465.49,2465.49,2465.48,2465.48,0.92625048
2025-06-30 13:48:00,2464.73,2465.88,2464.73,2465.88,0.50866572
2025-06-30 13:49:00,2467.37,2468.06,2463.0,2463.0,0.49686645
2025-06-30 13:50:00,2462.0,2462.0,2460.53,2460.53,10.20172581
2025-06-30 13:51:00,2461.49,2461.49,2461.49,2461.49,0.45003844
2025-06-30 13:52:00,2461.73,2462.9,2461.73,2461.97,2.50624287
2025-06-30 13:53:00,2461.97,2462.33,2461.77,2462.33,2.57577746
2025-06-30 13:54:00,2463.65,2463.66,2462.28,2462.28,4.06332743
2025-06-30 13:55:00,2462.91,2463.65,2462.91,2463.65,0.03335191
2025-06-30 13:56:00,2463.66,2463.66,2463.46,2463.47,0.11808246
2025-06-30 13:57:00,2463.46,2463.46,2463.46,2463.46,0.14549435
2025-06-30 13:58:00,2461.76,2463.37,2461.33,2463.37,37.32261437
2025-06-30 13:59:00,2462.39,2462.39,2462.39,2462.39,0.02712542
2025-06-30 14:00:00,2463.61,2464.4,2462.68,2462.95,41.99640057
2025-06-30 14:01:00,2464.9,2465.07,2464.89,2464.89,0.03754302
2025-06-30 14:02:00,2464.55,2465.07,2464.17,2465.07,0.18921336
2025-06-30 14:03:00,2464.17,2464.17,2463.42,2463.42,1.80578556
2025-06-30 14:04:00,2463.01,2464.01,2462.15,2464.01,0.40694569
2025-06-30 14:05:00,2464.01,2464.01,2464.01,2464.01,12.18175756
2025-06-30 14:06:00,2464.0,2464.0,2461.77,2461.77,1.12393744
2025-06-30 14:07:00,2462.01,2462.01,2460.02,2460.02,2.09156673
2025-06-30 14:08:00,2460.0,2460.0,2452.13,2452.13,34.75111514
2025-06-30 14:09:00,2453.6,2454.71,2453.16,2454.71,8.90713329
2025-06-30 14:10:00,2454.19,2454.62,2452.91,2452.91,4.15232526
2025-06-30 14:11:00,2452.92,2458.04,2452.92,2458.04,0.20891162
2025-06-30 14:12:00,2458.71,2462.0,2458.71,2462.0,6.94460857
2025-06-30 14:13:00,2462.0,2463.97,2462.0,2463.97,2.84321171
2025-06-30 14:14:00,2463.97,2466.13,2463.97,2465.69,1.53880858
2025-06-30 14:15:00,2466.59,2470.11,2466.59,2470.11,0.34454172
2025-06-30 14:16:00,2470.1,2470.1,2465.77,2467.08,14.45701596
2025-06-30 14:17:00,2465.5,2467.19,2465.5,2466.8,0.65676106
2025-06-30 14:18:00,2466.79,2466.79,2459.95,2460.01,16.91507018
2025-06-30 14:19:00,2460.53,2460.59,2460.53,2460.59,5.3855099
2025-06-30 14:20:00,2460.91,2460.91,2458.92,2458.92,0.04928706
2025-06-30 14:21:00,2458.05,2458.05,2456.4,2457.92,4.18948712
2025-06-30 14:22:00,2458.71,2459.3,2458.29,2458.88,6.21542177
2025-06-30 14:23:00,2456.85,2458.27,2456.85,2457.3,1.30836106
2025-06-30 14:24:00,2458.8,2459.2,2458.8,2459.2,2.63169572
2025-06-30 14:25:00,2459.68,2459.68,2454.34,2454.35,50.12343982
2025-06-30 14:26:00,2454.34,2456.09,2454.34,2456.09,0.41054007
2025-06-30 14:27:00,2456.09,2457.47,2456.09,2457.47,4.30044661
2025-06-30 14:28:00,2457.47,2458.23,2454.1,2458.23,122.79304374
2025-06-30 14:29:00,2458.22,2458.71,2458.22,2458.71,0.045224
2025-06-30 14:30:00,2458.72,2458.72,2456.82,2456.82,2.50204538
2025-06-30 14:31:00,2456.81,2457.82,2456.81,2456.82,6.87194877
2025-06-30 14:32:00,2457.64,2459.71,2457.64,2459.71,55.96353209
2025-06-30 14:33:00,2459.94,2459.94,2458.65,2459.34,0.66178204
2025-06-30 14:34:00,2458.87,2458.87,2458.87,2458.87,3.30331756
2025-06-30 14:35:00,2459.69,2461.19,2459.69,2461.19,1.05059927
2025-06-30 14:36:00,2461.19,2463.85,2461.19,2463.84,8.72490318
2025-06-30 14:37:00,2463.85,2463.85,2463.39,2463.39,0.10797047
2025-06-30 14:38:00,2461.76,2461.76,2460.12,2460.13,2.32913753
2025-06-30 14:39:00,2460.12,2460.95,2459.81,2460.58,1.07637041
2025-06-30 14:40:00,2460.12,2461.09,2460.12,2461.09,0.06351212
2025-06-30 14:41:00,2461.66,2461.66,2461.66,2461.66,0.00118621
2025-06-30 14:42:00,2461.29,2461.29,2461.29,2461.29,0.04607976
2025-06-30 14:43:00,2461.28,2462.9,2461.28,2461.98,73.93743973
2025-06-30 14:44:00,2461.99,2462.55,2461.88,2461.88,2.02175168
2025-06-30 14:45:00,2461.88,2461.88,2460.52,2460.52,3.28342716
2025-06-30 14:46:00,2460.53,2460.53,2460.37,2460.52,1.78368011
2025-06-30 14:47:00,2461.0,2461.01,2460.52,2460.78,4.51575536
2025-06-30 14:48:00,2460.77,2460.78,2460.26,2460.26,1.36313294
2025-06-30 14:49:00,2460.26,2460.26,2458.06,2458.06,0.35784632
2025-06-30 14:50:00,2458.05,2458.05,2455.09,2455.31,326.71896445
2025-06-30 14:51:00,2455.01,2455.01,2455.01,2455.01,1.83877135
2025-06-30 14:52:00,2455.01,2455.01,2453.68,2453.8,7.17364613
2025-06-30 14:53:00,2453.8,2453.8,2447.53,2447.53,19.69709003
2025-06-30 14:54:00,2447.28,2448.37,2444.44,2448.37,65.82154028
2025-06-30 14:55:00,2447.9,2450.5,2447.17,2450.5,10.79524134
2025-06-30 14:56:00,2450.25,2451.73,2450.25,2451.23,5.4618409
2025-06-30 14:57:00,2450.66,2450.66,2435.45,2436.21,71.58957083
2025-06-30 14:58:00,2436.89,2440.99,2436.52,2437.3,14.94745983
2025-06-30 14:59:00,2438.93,2440.89,2438.13,2438.13,0.55672768
2025-06-30 15:00:00,2439.22,2442.19,2439.09,2442.19,23.99565247
2025-06-30 15:01:00,2441.3,2441.3,2437.6,2437.6,0.40711798
2025-06-30 15:02:00,2439.99,2442.14,2439.99,2442.0,4.18421941
2025-06-30 15:03:00,2442.19,2443.01,2442.19,2443.01,11.37586194
2025-06-30 15:04:00,2443.65,2443.65,2442.73,2442.82,4.85906071
2025-06-30 15:05:00,2444.49,2444.49,2443.26,2443.26,26.29669604
2025-06-30 15:06:00,2443.26,2443.26,2443.26,2443.26,0.0
2025-06-30 15:07:00,2443.05,2444.19,2442.74,2444.19,63.08281899
2025-06-30 15:08:00,2444.19,2447.04,2444.19,2447.04,4.50209847
2025-06-30 15:09:00,2447.06,2447.66,2447.06,2447.58,3.08418217
2025-06-30 15:10:00,2448.19,2448.19,2447.93,2447.93,7.38040823
2025-06-30 15:11:00,2447.55,2447.55,2446.04,2446.35,1.19558519
2025-06-30 15:12:00,2446.54,2446.65,2446.05,2446.59,5.82613626
2025-06-30 15:13:00,2446.59,2446.59,2446.05,2446.05,3.26105558
2025-06-30 15:14:00,2446.04,2446.77,2443.78,2446.76,76.80472172
2025-06-30 15:15:00,2446.73,2446.73,2444.39,2446.55,5.24766113
2025-06-30 15:16:00,2447.22,2447.22,2446.41,2446.42,5.15273494
2025-06-30 15:17:00,2443.36,2446.32,2443.35,2446.32,2.89131496
2025-06-30 15:18:00,2446.9,2446.9,2442.59,2442.59,5.73002246
2025-06-30 15:19:00,2442.11,2444.82,2442.1,2444.7,10.90104066
2025-06-30 15:20:00,2443.73,2443.73,2442.38,2443.05,5.88162083
2025-06-30 15:21:00,2445.85,2447.86,2445.85,2447.86,4.14019136
2025-06-30 15:22:00,2447.82,2448.76,2447.82,2448.76,0.65144228
2025-06-30 15:23:00,2448.77,2450.28,2448.77,2450.27,1.73948563
2025-06-30 15:24:00,2450.61,2451.93,2450.61,2451.87,3.69332239
2025-06-30 15:25:00,2451.87,2452.12,2451.24,2452.12,2.94373364
2025-06-30 15:26:00,2451.47,2452.17,2451.47,2452.0,9.97337775
2025-06-30 15:27:00,2451.68,2451.83,2451.68,2451.83,1.73459049
2025-06-30 15:28:00,2450.14,2457.56,2450.14,2457.56,19.69632664
2025-06-30 15:29:00,2457.71,2464.09,2457.71,2464.09,49.66288226
2025-06-30 15:30:00,2463.9,2465.0,2463.56,2463.56,5.73856117
2025-06-30 15:31:00,2462.4,2464.71,2460.42,2460.42,41.17232581
2025-06-30 15:32:00,2460.04,2460.04,2460.04,2460.04,1.55468182
2025-06-30 15:33:00,2461.07,2462.31,2460.61,2460.61,87.51373584
2025-06-30 15:34:00,2461.47,2461.47,2460.56,2461.39,7.48574306
2025-06-30 15:35:00,2459.67,2461.99,2459.67,2461.62,0.23493418
2025-06-30 15:36:00,2463.02,2464.68,2463.02,2463.66,0.33196899
2025-06-30 15:37:00,2464.15,2464.48,2463.33,2463.33,1.93391078
2025-06-30 15:38:00,2464.03,2464.03,2464.03,2464.03,7.488
2025-06-30 15:39:00,2463.39,2464.78,2462.1,2463.96,49.12119875
2025-06-30 15:40:00,2463.95,2465.39,2463.75,2465.38,22.95005674
2025-06-30 15:41:00,2465.51,2465.51,2464.78,2465.15,2.24557526
2025-06-30 15:42:00,2466.3,2466.3,2465.16,2465.72,109.60675516
2025-06-30 15:43:00,2465.74,2465.74,2465.73,2465.73,1.43432964
2025-06-30 15:44:00,2465.74,2465.74,2463.09,2464.1,164.01455443
2025-06-30 15:45:00,2464.11,2468.96,2464.1,2467.97,1.83294137
2025-06-30 15:46:00,2469.04,2479.0,2469.04,2478.25,47.82722458
2025-06-30 15:47:00,2479.0,2488.95,2479.0,2481.76,205.69282246
2025-06-30 15:48:00,2481.8,2482.1,2479.94,2479.94,9.72761164
2025-06-30 15:49:00,2480.19,2480.19,2479.94,2480.18,0.2547095
2025-06-30 15:50:00,2480.19,2480.19,2478.02,2479.5,40.9692513
2025-06-30 15:51:00,2479.81,2481.99,2475.06,2475.06,19.22022265
2025-06-30 15:52:00,2475.0,2475.01,2471.68,2472.49,20.99387678
2025-06-30 15:53:00,2473.59,2473.65,2473.09,2473.65,0.22648813
2025-06-30 15:54:00,2473.01,2474.14,2472.74,2474.04,35.15300621
2025-06-30 15:55:00,2474.09,2475.12,2474.09,2475.12,0.7626187
2025-06-30 15:56:00,2474.81,2476.53,2474.43,2476.53,27.93734284
2025-06-30 15:57:00,2476.54,2477.85,2474.58,2474.58,1.23976917
2025-06-30 15:58:00,2474.57,2474.57,2473.65,2473.65,11.34725366
2025-06-30 15:59:00,2473.62,2475.39,2473.62,2475.38,0.23763627
2025-06-30 16:00:00,2475.15,2476.34,2475.15,2475.39,1.66251185
2025-06-30 16:01:00,2475.39,2475.39,2473.25,2474.05,0.85838706
2025-06-30 16:02:00,2473.25,2473.65,2472.73,2473.35,10.84123838
2025-06-30 16:03:00,2472.34,2472.34,2472.14,2472.14,0.55671587
2025-06-30 16:04:00,2472.15,2472.15,2470.11,2470.12,4.04935635
2025-06-30 16:05:00,2470.54,2471.59,2470.0,2470.52,0.46882304
2025-06-30 16:06:00,2470.01,2470.66,2470.01,2470.65,2.40020603
2025-06-30 16:07:00,2470.66,2470.66,2470.2,2470.59,0.20802418
2025-06-30 16:08:00,2470.66,2470.66,2470.65,2470.65,1.22202816
2025-06-30 16:09:00,2470.65,2475.73,2470.65,2475.73,7.96011164
2025-06-30 16:10:00,2476.95,2480.45,2476.95,2479.94,9.29025
2025-06-30 16:11:00,2479.84,2480.06,2479.07,2479.87,12.81704442
2025-06-30 16:12:00,2480.12,2482.23,2480.12,2482.23,4.31264253
2025-06-30 16:13:00,2481.11,2482.01,2481.11,2482.0,2.32743897
2025-06-30 16:14:00,2482.01,2482.01,2479.06,2479.06,37.9293399
2025-06-30 16:15:00,2479.07,2479.07,2479.06,2479.06,1.3839291
2025-06-30 16:16:00,2478.0,2478.0,2476.11,2476.11,0.09395998
2025-06-30 16:17:00,2476.11,2476.22,2476.11,2476.22,1.99635709
2025-06-30 16:18:00,2476.44,2476.44,2472.99,2472.99,4.21057128
2025-06-30 16:19:00,2472.14,2472.45,2470.54,2472.45,1.73252708
2025-06-30 16:20:00,2471.62,2471.62,2471.56,2471.56,0.23858248
2025-06-30 16:21:00,2470.3,2470.44,2470.3,2470.44,0.05263043
2025-06-30 16:22:00,2470.01,2470.01,2470.01,2470.01,0.0364578
2025-06-30 16:23:00,2470.01,2470.67,2465.65,2468.25,8.81326769
2025-06-30 16:24:00,2468.26,2468.26,2467.21,2467.21,0.175689
2025-06-30 16:25:00,2468.41,2469.92,2468.38,2469.88,6.2830643
2025-06-30 16:26:00,2470.0,2470.0,2469.99,2469.99,1.37003768
2025-06-30 16:27:00,2469.99,2469.99,2463.34,2463.34,197.06856381
2025-06-30 16:28:00,2463.75,2465.25,2463.75,2464.51,1.70123172
2025-06-30 16:29:00,2464.51,2464.74,2462.61,2464.74,15.24592896
2025-06-30 16:30:00,2463.86,2464.73,2463.62,2464.73,20.64601427
2025-06-30 16:31:00,2464.74,2467.48,2464.74,2467.47,3.7538624
2025-06-30 16:32:00,2467.08,2469.57,2467.08,2469.57,2.53045277
2025-06-30 16:33:00,2468.62,2470.0,2468.09,2468.09,0.09701645
2025-06-30 16:34:00,2467.65,2468.4,2466.44,2466.44,0.50242122
2025-06-30 16:35:00,2467.25,2468.84,2467.25,2468.84,5.01871565
2025-06-30 16:36:00,2468.84,2468.84,2468.84,2468.84,0.34750101
2025-06-30 16:37:00,2469.31,2469.99,2469.31,2469.57,0.74350679
2025-06-30 16:38:00,2468.6,2469.14,2468.43,2469.14,2.93259118
2025-06-30 16:39:00,2468.65,2468.65,2468.65,2468.65,0.02425193
2025-06-30 16:40:00,2468.65,2468.65,2468.65,2468.65,0.0656649
2025-06-30 16:41:00,2468.65,2470.0,2468.65,2470.0,0.69468837
2025-06-30 16:42:00,2469.99,2471.11,2469.99,2471.11,267.69247088
2025-06-30 16:43:00,2471.62,2474.2,2471.62,2473.44,17.15454626
2025-06-30 16:44:00,2472.81,2473.6,2472.81,2473.59,0.13882927
2025-06-30 16:45:00,2473.51,2474.29,2473.51,2474.29,0.0456972
2025-06-30 16:46:00,2474.83,2475.58,2474.3,2474.42,3.11988392
2025-06-30 16:47:00,2475.79,2477.33,2475.62,2476.19,5.99492082
2025-06-30 16:48:00,2474.89,2474.89,2472.81,2473.42,1.51239587
2025-06-30 16:49:00,2473.45,2473.99,2473.45,2473.99,0.72562003
2025-06-30 16:50:00,2473.5,2473.5,2469.7,2469.87,4.24447701
2025-06-30 16:51:00,2470.3,2470.3,2469.67,2469.8,0.16412935
2025-06-30 16:52:00,2470.94,2472.78,2470.94,2472.39,2.4341838
2025-06-30 16:53:00,2472.39,2473.04,2472.39,2473.0,1.57958842
2025-06-30 16:54:00,2473.28,2475.17,2473.1,2475.17,7.07596541
2025-06-30 16:55:00,2475.92,2477.57,2475.92,2477.57,0.23608018
2025-06-30 16:56:00,2477.81,2478.0,2477.2,2477.21,4.65238995
2025-06-30 16:57:00,2477.21,2477.44,2477.2,2477.44,0.18351614
2025-06-30 16:58:00,2477.34,2477.34,2476.02,2476.02,1.55742394
2025-06-30 16:59:00,2476.01,2476.01,2475.67,2475.67,0.12116267
2025-06-30 17:00:00,2476.02,2476.86,2476.01,2476.86,4.90350492
2025-06-30 17:01:00,2476.85,2476.89,2476.18,2476.79,4.07332773
2025-06-30 17:02:00,2476.57,2477.15,2476.57,2477.15,0.58166576
2025-06-30 17:03:00,2477.14,2477.15,2477.14,2477.15,1.90879351
2025-06-30 17:04:00,2477.15,2477.66,2477.14,2477.66,22.60284418
2025-06-30 17:05:00,2477.66,2477.66,2477.14,2477.15,32.59705182
2025-06-30 17:06:00,2477.14,2477.15,2477.14,2477.15,3.62190939
2025-06-30 17:07:00,2477.15,2477.15,2475.69,2475.69,83.26919156
2025-06-30 17:08:00,2475.67,2475.67,2475.67,2475.67,0.00830078
2025-06-30 17:09:00,2475.68,2475.68,2475.68,2475.68,1.03689721
2025-06-30 17:10:00,2475.68,2475.68,2475.67,2475.67,0.0277
2025-06-30 17:11:00,2475.68,2475.68,2475.68,2475.68,0.00456927
2025-06-30 17:12:00,2475.68,2475.68,2475.68,2475.68,0.05500462
2025-06-30 17:13:00,2475.67,2479.18,2475.67,2479.18,65.79013925
2025-06-30 17:14:00,2479.18,2485.0,2479.18,2485.0,3.09052364
2025-06-30 17:15:00,2484.54,2484.54,2482.58,2482.58,2.34913849
2025-06-30 17:16:00,2482.58,2482.58,2479.02,2479.07,0.76071501
2025-06-30 17:17:00,2478.89,2481.09,2478.88,2480.72,1.92335369
2025-06-30 17:18:00,2481.21,2481.8,2480.77,2480.87,11.24546292
2025-06-30 17:19:00,2481.17,2481.4,2480.66,2481.4,1.43906552
2025-06-30 17:20:00,2480.87,2480.87,2477.29,2478.36,2.0161053
2025-06-30 17:21:00,2478.36,2481.48,2478.35,2480.12,6.55533038
2025-06-30 17:22:00,2480.12,2481.08,2479.97,2481.08,2.37117983
2025-06-30 17:23:00,2480.83,2481.22,2480.08,2480.08,0.13484239
2025-06-30 17:24:00,2480.13,2481.18,2480.13,2481.18,0.41659259
2025-06-30 17:25:00,2481.3,2484.82,2481.3,2484.82,5.74121036
2025-06-30 17:26:00,2483.43,2483.43,2482.28,2482.28,0.67968631
2025-06-30 17:27:00,2482.28,2483.29,2482.28,2483.29,0.23097163
2025-06-30 17:28:00,2481.65,2482.45,2481.65,2482.45,0.80049712
2025-06-30 17:29:00,2482.45,2482.45,2482.45,2482.45,0.12339441
2025-06-30 17:30:00,2482.45,2482.45,2482.45,2482.45,0.58165839
2025-06-30 17:31:00,2482.61,2482.93,2482.44,2482.44,2.15492773
2025-06-30 17:32:00,2480.93,2480.93,2479.74,2479.74,0.42916612
2025-06-30 17:33:00,2478.94,2478.95,2478.25,2478.32,2.44473734
2025-06-30 17:34:00,2478.37,2479.19,2478.37,2478.73,1.01460038
2025-06-30 17:35:00,2479.09,2479.09,2478.94,2478.95,4.50579979
2025-06-30 17:36:00,2478.95,2478.95,2478.95,2478.95,0.01060348
2025-06-30 17:37:00,2478.95,2479.19,2478.95,2479.19,1.6125183
2025-06-30 17:38:00,2479.19,2481.06,2479.19,2481.06,1.8225461
2025-06-30 17:39:00,2479.42,2480.53,2479.42,2480.46,5.07272261
2025-06-30 17:40:00,2480.46,2480.94,2480.46,2480.94,0.83475289
2025-06-30 17:41:00,2480.68,2480.96,2480.68,2480.96,0.00598741
2025-06-30 17:42:00,2480.99,2485.55,2480.99,2485.55,96.43237875
2025-06-30 17:43:00,2485.29,2488.76,2485.02,2488.76,163.0488219
2025-06-30 17:44:00,2488.74,2488.74,2486.91,2486.91,2.14826702
2025-06-30 17:45:00,2486.92,2486.97,2486.91,2486.97,1.92113463
2025-06-30 17:46:00,2486.96,2487.69,2486.92,2486.92,0.62070865
2025-06-30 17:47:00,2486.92,2486.92,2485.01,2485.01,0.68133424
2025-06-30 17:48:00,2485.02,2485.02,2484.68,2484.68,1.86482973
2025-06-30 17:49:00,2485.1,2486.58,2485.1,2486.58,3.89378503
2025-06-30 17:50:00,2485.83,2486.36,2485.83,2486.35,3.05422765
2025-06-30 17:51:00,2486.57,2486.61,2483.85,2483.85,17.53586421
2025-06-30 17:52:00,2482.97,2484.0,2482.97,2483.99,1.07557958
2025-06-30 17:53:00,2483.71,2483.71,2483.71,2483.71,0.0222
2025-06-30 17:54:00,2483.21,2483.21,2483.21,2483.21,0.69429081
2025-06-30 17:55:00,2483.21,2484.88,2483.21,2484.88,3.95865563
2025-06-30 17:56:00,2486.04,2496.14,2486.04,2496.14,37.19469611
2025-06-30 17:57:00,2496.45,2496.45,2490.87,2490.9,18.05705597
2025-06-30 17:58:00,2490.32,2490.87,2489.7,2489.7,7.86702936
2025-06-30 17:59:00,2489.69,2489.69,2489.0,2489.01,0.06600074
2025-06-30 18:00:00,2489.01,2489.01,2489.0,2489.01,4.27202544
2025-06-30 18:01:00,2489.01,2491.45,2489.01,2490.01,0.9013473
2025-06-30 18:02:00,2491.42,2491.42,2491.42,2491.42,0.01004419
2025-06-30 18:03:00,2491.77,2494.15,2491.77,2493.15,133.1105922
2025-06-30 18:04:00,2494.22,2494.6,2493.86,2494.6,1.92865529
2025-06-30 18:05:00,2494.65,2495.26,2493.96,2494.85,18.02029949
2025-06-30 18:06:00,2494.58,2494.58,2493.87,2494.4,56.46946153
2025-06-30 18:07:00,2492.51,2492.51,2492.5,2492.51,1.01251789
2025-06-30 18:08:00,2492.5,2492.5,2489.91,2489.91,2.55519931
2025-06-30 18:09:00,2489.7,2489.7,2488.09,2488.09,0.29121506
2025-06-30 18:10:00,2488.08,2488.08,2486.03,2486.04,12.06491594
2025-06-30 18:11:00,2486.04,2486.04,2484.31,2485.13,5.60314115
2025-06-30 18:12:00,2485.13,2485.14,2485.13,2485.13,2.66578217
2025-06-30 18:13:00,2485.13,2486.1,2485.13,2486.1,2.15388614
2025-06-30 18:14:00,2485.13,2485.13,2484.55,2484.55,0.57
2025-06-30 18:15:00,2486.28,2486.28,2486.28,2486.28,0.12721604
2025-06-30 18:16:00,2488.09,2489.57,2488.09,2489.57,0.62121725
2025-06-30 18:17:00,2489.57,2489.57,2489.36,2489.36,0.2332537
2025-06-30 18:18:00,2489.06,2489.6,2489.06,2489.6,0.05024003
2025-06-30 18:19:00,2489.59,2489.84,2489.59,2489.84,0.43798622
2025-06-30 18:20:00,2492.15,2495.79,2492.14,2495.79,0.49738809
2025-06-30 18:21:00,2496.14,2498.0,2496.14,2497.55,0.76856989
2025-06-30 18:22:00,2497.55,2498.0,2495.47,2495.47,20.45044417
2025-06-30 18:23:00,2494.18,2494.75,2493.37,2493.41,3.39191537
2025-06-30 18:24:00,2492.84,2492.84,2492.14,2492.14,0.36579056
